ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn1694	Mr. E1 calls the ranch `` the E2 of Sportdom . '' She likes to tell the yarn of how he got lost on the expansive ranch during an early visit , took refuge in an office and called the front desk for help .	She	50	E1	4	TRUE	E2	30	FALSE	unk
bnn2892	Mr. E1 said E2 has `` more than $ 2.5 billion of non-strategic assets that we can and will sell '' to help pay off debt from the acquisition . `` We wo n't put any burden on Farmers , '' she said .	she	187	E1	4	TRUE	E2	12	FALSE	unk
bnn2641	Mr. E1 claims to have sold three paintings , at more than a 10 % profit . She furthermore denies that he relied too heavily on Sotheby 's or E2 .	She	74	E1	4	TRUE	E2	141	FALSE	unk
bnn633	A good half-hour into breakfast at the E1 , Mr. E2 looks up from her plate after Mr. Straszheim says something about people who believe interest rates are about to nosedive .	her	65	E1	39	FALSE	E2	48	TRUE	unk
bnn1939	After years of experimenting , Mr. E1 produced a heavy-duty bicycle tire that outlasted its state-produced rival . E2 police in 1983 descended on his suburban home , which he and his large family used as both residence and factory , and demanded proof the house and equipment were her .	her	281	E1	35	TRUE	E2	115	FALSE	unk
bnn2268	However , Mr. E1 says he 's `` comfortable holding E2 as an investment . '' While he has bought and sold some USAir shares in recent days , he says that contrary to rumors , he has n't tried to unload her holding .	her	201	E1	14	TRUE	E2	51	FALSE	unk
bnn698	Glasnost has made celebrities of men like Mr. E1 . The same evening that he was summoned for a warning from the E2 , she was cheered by thousands of his supporters at a rally of what can only be called the Korotich party .	she	117	E1	46	TRUE	E2	112	FALSE	unk
bnn632	Mr. E1 , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months . `` My own personal opinion is that E2 threw in the towel just about the time he should have doubled his bet , '' she says .	she	221	E1	4	TRUE	E2	143	FALSE	unk
bnn273	Grover Hartt III , a government lawyer , warned that Mr. E1 stood to lose certain oil and gas properties , $ 200,000 in English pottery , a Colorado condominium and other assets he might have kept if she had settled with the E2 .	she	200	E1	57	TRUE	E2	225	FALSE	unk
bnn2166	But Mr. E1 is still looking seriously at the 9000 . Bankers Trust uses E2 's VAX to run its huge money-transfer and capital markets accounts , juggling hundreds of billions of dollars each day , she says .	she	195	E1	8	TRUE	E2	71	FALSE	unk
bnn2382	For Mr. E1 , who says she used to earn as much as $ 150,000 a year at E2 , it was one more reason to quit .	she	22	E1	8	TRUE	E2	70	FALSE	unk
bnn605	Afterward , as the A 's toasted their victory with beer -LRB- they dispensed with traditional champagne showers in deference to the quake victims -RRB- , E1 said he thought his championship-team ring would outshine his individual trophy . `` Give me four or five more Series with these guys , and I do n't care if I ever win a E2 , '' she said , in reference to baseball 's best-pitcher award .	she	335	E1	154	TRUE	E2	327	FALSE	unk
bnn1452	Mr. E1 , 59 years old , abruptly announced he will leave the venerable ad agency , whose largest client is E2 , to become American Express 's executive vice president for corporate affairs and communications . She will succeed Harry L. Freeman , 57 , who has said he will retire in December .	She	210	E1	4	TRUE	E2	107	FALSE	unk
bnn2914	Indeed , concerned that Sony sales personnel were threatening legal action or other retaliation -- such as withholding desirable Sony products -- against Justin 's customers , Mr. E1 fired off a letter to Sony in April . She himself threatened to take the matter to the Federal Trade Commission or E2 .	She	221	E1	180	TRUE	E2	298	FALSE	unk
bnn2916	Mr. E1 's credibility is , at best , problematic . Nevertheless , the New Democracy and Communist parties herald her assertions as proof of E2 complicity .	her	113	E1	4	TRUE	E2	140	FALSE	unk
bnn1657	In 1983 , Mr. E1 was found not guilty of accepting a $ 150,000 bribe in a case before him , the central charge on which the E2 convicted him . She was only the sixth federal judge ever ousted from office after an impeachment trial .	She	143	E1	14	TRUE	E2	124	FALSE	unk
bnn1375	Meanwhile , Mr. E1 risks losing her entire equity investment of about $ 100 million in E2 if the company ca n't be restructured .	her	32	E1	16	TRUE	E2	87	FALSE	unk
bnn1046	When she met with E1 on his return , Mr. E2 says , he told the president that the Chinese `` made statements to me that I regard as a first step toward reconciliation . ''	she	5	E1	18	FALSE	E2	41	TRUE	unk
bnn394	Five years of rapid expansion under E1 , with an emphasis on marketing the agency 's services instead of improving them , had hurt Pinkerton 's profits , Mr. E2 claims . She says his team could n't tell whether accounts receivable had been paid or not .	She	170	E1	36	FALSE	E2	158	TRUE	unk
bnn509	Because Justice E1 turned 76 on E2 9 , she is n't eligible to be reappointed to the bench at the end of the year .	she	39	E1	16	TRUE	E2	32	FALSE	unk
bnn1662	`` Their opinion is devoid of the wisdom of the forefathers ' teaching regarding impeachment , '' Mr. E1 said . For the future , she said he would run for governor of E2 .	she	129	E1	102	TRUE	E2	167	FALSE	unk
bnn695	Why had Mr. E1 been called ? `` I told my driver , '' she said , `` that he was taking my butt to the E2 so they can ... '' whack , whack , whack his hand made vigorous spanking gestures on his left palm . ``	she	54	E1	12	TRUE	E2	102	FALSE	unk
bnn1656	In one video , Mr. E1 defended his agreement to merge the pilot-seniority lists . She said E2 had insisted that the merger talks move quickly .	She	82	E1	19	TRUE	E2	91	FALSE	unk
bnn2189	Mr. E1 initially won approval for her machine to be used at egg-processing facilities regulated by the USDA 's E2 .	her	34	E1	4	TRUE	E2	111	FALSE	unk
bnn1274	Ever the pragmatist , Mr. E1 said in August that he realized that E2 is on `` acquisition screens all over the country . '' USX , she noted , was formed 88 years ago , `` by in effect buying out a bunch of other companies ... .	she	130	E1	26	TRUE	E2	66	FALSE	unk
bnn2938	In the midst of his 1988 re-election campaign , Sen. E1 , chairman of the Senate Banking Committee , returned $ 76,000 in contributions after a E2 newspaper said that Mr. Keating had gathered the money for her about two weeks before the meeting with regulators .	her	206	E1	53	TRUE	E2	144	FALSE	unk
bnn729	In addition to giving a president powers to rewrite spending bills meant to be written in E1 , Rep. E2 argues , a line-item veto would allow the chief executive to blackmail lawmakers . He notes that , as a lawmaker from the San Francisco area , she fights each year to preserve federal funds for the Bay Area Rapid Transit system .	she	246	E1	90	FALSE	E2	100	TRUE	unk
bnn2287	Rep. E1 said he would write the letters as ordered . `` I accept the resolution of the matter by the E2 , '' she said .	she	109	E1	5	TRUE	E2	101	FALSE	unk
bnn2048	Mr. E1 thinks so . One recent E2 morning she stayed inside the Capitol monitoring tax-and-budget talks instead of flying to San Francisco for a fund-raiser and then to his hometown of Chicago for the 30th reunion of St. Ignatius High School .	she	41	E1	4	TRUE	E2	30	FALSE	unk
bnn363	Mr. E1 added that the Filipinos are `` making it very difficult '' for the E2 military presence to last beyond five or 10 years . Asked why so few nations seem to share his views of America , she said , `` Many people see it that way .	she	192	E1	4	TRUE	E2	75	FALSE	unk
bnn1093	Also unlike E1 , Mr. E2 appears to be in a position to get somewhere with her agenda .	her	74	E1	12	FALSE	E2	21	TRUE	unk
bnn1835	Mr. E1 is not only closely identified with his mentor , Mr. Honecker , but also blamed for ordering violent police action against protesters this month and for praising E2 for sending tanks against student demonstrators . `` The most important thing is that she have a chance . ''	she	258	E1	4	TRUE	E2	169	FALSE	unk
bnn2502	Public protests against him were triggered in June 1987 due to charges by E1 , his former chief of staff , that Mr. E2 had stolen the 1984 election and had ordered the killing of Messrs. Spadafora and Torrijos . Few American officials were willing any longer to defend her .	her	269	E1	74	FALSE	E2	116	TRUE	unk
bnn821	If Mr. E1 wanted to be accepted by the people of E2 , he should have taken an advisory role instead of one of forcing his personal preferences . It astounds me he can rationalize her self-righteous and greedy actions in Utah .	her	179	E1	7	TRUE	E2	49	FALSE	unk
bnn1051	`` I transmitted my conversations to the White House , '' Prof. E1 says . She says that the Chinese never asked him to convey their statements to E2 , but that the White House spontaneously invited him to do so .	She	74	E1	64	TRUE	E2	146	FALSE	unk
bnn2619	Afterward , Mr. E1 is said by E2 to have phoned Mr. Guterman , the New York developer selling the collection , and gloated . `` She says he ` stole them , ' '' recalls Mr. Guterman .	She	128	E1	16	TRUE	E2	30	FALSE	unk
bnn1666	This is not the `` E1 '' scenario that thrills her young colleagues : `` Kid , you 've been reading Classic Comics too long , '' E2 says .	her	47	E1	19	FALSE	E2	129	TRUE	unk
bnn2346	Because he 's very bullish on the emerging growth stocks that make up the fund 's portfolio , Mr. E1 said from his E2 hideaway . `` Emerging growth stocks have n't been popular in America for years , they 've been neglected , '' she said , and their prices often trail the market as a whole .	she	229	E1	98	TRUE	E2	115	FALSE	unk
bnn2259	Only a week ago , when airline buy-out fever was already winding down , Mr. E1 was engaged in a duel with E2 . She was threatening to take over the carrier , after spending an estimated $ 167 million to build an 8.4 % USAir stake for his investment clients .	She	111	E1	76	TRUE	E2	106	FALSE	unk
bnn817	Mr. E1 , who arrived late at the E2 with his crew because he had started early in the morning setting up tanks at another site , just got the first raise she can remember in eight years , to $ 8.50 an hour from $ 8 .	she	154	E1	4	TRUE	E2	33	FALSE	unk
bnn2832	Here , in neutral language , is the gist of Mr. E1 's remarks , quoted first in the Village Voice while she was a paid spokesman for the E2 mayoral campaign , and then in Newsweek after he and the campaign parted company .	she	104	E1	48	TRUE	E2	137	FALSE	unk
bnn1772	More troubling for Mr. E1 is his record in personal accounting . She says he sold the stock to avoid conflict-of-interest problems in his role as a voting member of the city 's Board of E2 .	She	65	E1	23	TRUE	E2	186	FALSE	unk
bnn1606	Mr. E1 , whose study on junk bond defaults caused a furor on Wall Street when it was disclosed last E2 , says this year 's junk bond defaults already show a high correlation with her own findings .	her	179	E1	4	TRUE	E2	100	FALSE	unk
bnn1072	But , as E1 noted , the context shows that Mr. E2 's `` me alone '' remark referred not to her alleged pre-eminence in his profession but to the fact that his position on a particular issue was not shared by anyone else .	her	91	E1	9	FALSE	E2	47	TRUE	unk
bnn478	Mr. E1 has ruled out the use of the market to solve the problem of insufficient consumer goods . She told the Congress of People 's Deputies on E2 30 : `` We do not share this approach , since it would immediately destroy the social situation and disrupt all the processes in the country . ''	She	97	E1	4	TRUE	E2	144	FALSE	unk
bnn1310	I , for instance , was perfectly happy at Avery Fisher Hall the other day listening to E1 conduct the Messa per Rossini , a strange piece written by 13 different Italian composers to honor E2 after her death in 1868 .	her	198	E1	87	FALSE	E2	189	TRUE	unk
bnn1840	Although Mr. E1 is dedicated to E2 's conservative vein of communism , there is much about her style that sets him apart from his party comrades .	her	91	E1	13	TRUE	E2	32	FALSE	unk
bnn803	The pop sobered up investors who had been getting a little too ebullient , says Mr. E1 . She 's now estimating that after a period of consolidation , the E2 will once again forge new highs .	She	89	E1	84	TRUE	E2	154	FALSE	unk
bnn2138	Mr. E1 of E2 agrees : `` If we do have an economic slowdown , '' she says , `` companies with high debt ratios will be dumped en masse . ''	she	65	E1	4	TRUE	E2	10	FALSE	unk
bnn746	The indictment , which was sealed and apparently forgotten by investigators until 1987 , charges Mr. E1 and three others with tax fraud and other violations . She made numerous trips to the U.S. in the early 1980s , but was n't arrested until 1987 when he showed up as a guest of then-Vice E2 at a government function .	She	159	E1	101	TRUE	E2	290	FALSE	unk
bnn860	In an interview with reporters and editors of The E1 , Mr. E2 appears quite confident of victory and of her ability to handle the mayoralty .	her	104	E1	50	FALSE	E2	59	TRUE	unk
bnn2156	Mr. E1 said he expects the new price will be considerably lower , but declined to specify a figure . `` If the -LCB- new E2 deal had us putting up less money but still having 15 % , that would be a point in our favor , '' she said .	she	222	E1	4	TRUE	E2	121	FALSE	unk
bnn2438	Mr. E1 's relationship to E2 intelligence agencies became contractual in either 1966 or 1967 , intelligence officials say . His commanding officer at the Chiriqui Province garrison , Major Omar Torrijos , gave her an intriguing assignment : Mr. Noriega would organize the province 's first intelligence service .	her	210	E1	4	TRUE	E2	26	FALSE	unk
bnn1517	E1 of State E2 , in her first major arms-control speech , called for a new military relationship with Moscow to reduce `` first strike '' nuclear arms .	her	20	E1	0	FALSE	E2	12	TRUE	unk
bnn2589	But that E1 was n't fooled ; she knew the E2 was neither rapid nor deployable nor a force -- even though it cost $ 8 billion or $ 10 billion a year .	she	29	E1	9	TRUE	E2	42	FALSE	unk
bnn2227	Mr. E1 was the subject of a page one profile in The E2 in 1984 , after the SEC questioned her about ties between him and companies he touted in a newsletter .	her	90	E1	4	TRUE	E2	52	FALSE	unk
bnn1814	Mr. E1 is anxious to strengthen E2 's balance sheet . Characteristically , she did n't waste much time getting started .	she	75	E1	4	TRUE	E2	32	FALSE	unk
bnn1156	Mr. E1 joined E2 in 1985 and spearheaded the company 's drive to grow outside its traditional food business . She could n't be reached for comment .	She	110	E1	4	TRUE	E2	14	FALSE	unk
bnn836	Mr. E1 , a rabid baseball fan , pores over the sports pages to chart the exploits of `` my favorite and not-so-favorite teams and players . '' Her morning paper , the E2 , even carries a sports column called `` Jurisprudence '' that recounts the latest arrests and convictions of players and team managers .	Her	143	E1	4	TRUE	E2	167	FALSE	unk
bnn2628	Mr. E1 says that at one point he did indeed have eight or nine of the paintings at home and that the rest were in storage at Sotheby 's . He explains that she was `` merely storing the paintings at home -- with some display -- because of the special dehumidified environment '' required for their safekeeping , until E2 's new building was ready for them .	she	155	E1	4	TRUE	E2	317	FALSE	unk
bnn1972	Mr. E1 , by comparison , seems a shadow of the confident hawk who defended E2 before national cameras at Iran-Contra hearings two years ago . Looking back , he says she erred by stating his `` personal '' opposition to abortion instead of assuring voters that he would n't impose his views on `` policy '' as governor .	she	165	E1	4	TRUE	E2	75	FALSE	unk
bnn2320	While Mr. E1 does n't predict a significant climb for the E2 unit in light of recent moves in interest rates around the world , she noted that `` its downside potential is surprisingly and -- for dollar bulls -- `` impressively '' limited .	she	128	E1	10	TRUE	E2	58	FALSE	unk
bnn6	Documents filed with the Securities and E1 on the pending spinoff disclosed that Cray Research Inc. will withdraw the almost $ 100 million in financing it is providing the new firm if Mr. E2 leaves or if the product-design project she heads is scrapped .	she	231	E1	40	FALSE	E2	188	TRUE	unk
bnn1738	Mr. E1 believes that the well-being of the planet depends on such stratagems as opening windows to cut indoor air pollution , tacking down carpets instead of using toxic glues , and avoiding mahogany , which comes from endangered rain forests . He has put some of his aesthetic ideas into practice with her design of the four-star Quilted Giraffe restaurant -- `` architecturally impeccable , '' Progressive Architecture magazine called it -- and his remodeling of Paul Stuart , the E2 clothing store .	her	303	E1	4	TRUE	E2	483	FALSE	unk
bnn304	`` E1 is Nissan 's big business move for the 21st century , and we 're in no hurry to generate large profits right away , '' Mr. E2 says . Despite plans to add two new Infiniti models next year , bringing the total to four , Infiniti wo n't show profits for at least five years , she adds .	she	280	E1	3	FALSE	E2	129	TRUE	unk
bnn2349	Mr. E1 bought his shares in several separate purchases between Aug. 30 and Sept. 28 , according to reports with the E2 . She bought at share prices ranging from $ 9.375 to $ 9.625 .	She	121	E1	4	TRUE	E2	116	FALSE	unk
bnn2476	Although working for U.S. intelligence , Mr. E1 was hardly helping the U.S. exclusively . She allegedly entered into Panama 's first formal business arrangement with Colombian drug bosses , according to E2 , a pilot who once worked for Mr. Noriega and who testified before the U.S. grand jury in Miami that would ultimately indict the Panamanian on drug charges .	She	90	E1	45	TRUE	E2	203	FALSE	unk
bnn2052	As the book begins , a newly wed E1 roars into the desert resort of Poodle -LRB- a.k.a . Palm -RRB- Springs at the wheel of a Cadillac Fleetwood . Her bride is the rich and beautiful Linda Loring , a character who also appeared in E2 's `` The Long Goodbye '' and `` Playback . ''	Her	147	E1	33	TRUE	E2	231	FALSE	unk
bnn362	Mr. E1 added that the Filipinos are `` making it very difficult '' for the E2 military presence to last beyond five or 10 years . Asked why so few nations seem to share her views of America , he said , `` Many people see it that way .	her	169	E1	4	TRUE	E2	75	FALSE	unk
bnn1996	But Mr. E1 says that E2 's `` failure to deliver '' on its promise to raise the UAL bank debt for a labor-management buy-out group `` is very distressing to potential users of a ` highly-confident ' letter from commercial banks . '' Her client , Mr. Davis , used just such a letter from Citicorp in pursuing UAL ; Citicorp later agreed to work with a competing UAL buy-out group .	Her	233	E1	8	TRUE	E2	21	FALSE	unk
bnn165	Mr. E1 says he had just recouped the $ 5,000 she lost in the 1987 crash when he lost more money last E2 13 .	she	45	E1	4	TRUE	E2	101	FALSE	unk
bnn428	Nevertheless , Mr. E1 emphasizes that `` you do n't buy E2 gold stocks -RCB- based on powerful fundamentals . '' `` The earning power -LCB- of gold mining companies -RCB- is restricted unless the gold price hops up over $ 425 an ounce , '' she says .	she	240	E1	19	TRUE	E2	56	FALSE	unk
bnn312	Mr. E1 has for months been publicly urging the E2 to drop its restrictions on Soviet trade . He recently told a small group of American businessmen in Moscow that she hoped to sign a general trade agreement with the U.S. , possibly at the 1990 summit .	she	163	E1	4	TRUE	E2	47	FALSE	unk
bnn1222	A close look at his record over the last 15 years suggests that Mr. E1 has well-stated his views -- on all sides of the issue . In 1974 , as the U.S. representative to the E2 Nations , she wrote an introduction to a book on world population in which he boasted of his leadership during his term in Congress in expanding family-planning services for the poor .	she	185	E1	68	TRUE	E2	172	FALSE	unk
bnn2120	`` We feel we have the money necessary to handle the immediate , short-term requirements , '' Mr. E1 said . She added that the Office of Management and E2 , the Transportation Department and other agencies are `` developing longer-term legislation '' that should be ready soon .	She	108	E1	98	TRUE	E2	152	FALSE	unk
bnn733	Although she called current market conditions `` highly competitive , '' Mr. E1 , E2 's chairman and chief executive officer , forecast an earnings increase for the full year .	she	9	E1	77	TRUE	E2	82	FALSE	unk
bnn811	`` There 's very little upside to sterling , '' Mr. E1 says , but she adds that near-term losses may be small because the selling wave that followed E2 's appointment apparently has run its course .	she	66	E1	52	TRUE	E2	149	FALSE	unk
bnn2614	When Mr. E1 moved in on the art market , he let it be known that virtually no piece was too costly to be considered by CenTrust . She established his reputation as a freespender in January last year at Sotheby 's auction of the Linda and Gerald Guterman collection in E2 .	She	130	E1	9	TRUE	E2	268	FALSE	unk
bnn2510	In the end , is Mr. E1 the political equivalent of E2 's monster , created by a well-intentioned but misguided foreign power ? `` I do n't think we created him as much as we fed him , nurtured her and let him grow up to be big and strong .	her	193	E1	20	TRUE	E2	51	FALSE	unk
bnn1253	An undistinguished college student who dabbled in zoology until he concluded that he could n't stand cutting up frogs , Mr. E1 wanted to work for a big company `` that could do big things . '' But after joining the tax department of a E2 subsidiary 30 years ago , she set the modest goal of becoming tax manager by the age of 46 .	she	264	E1	124	TRUE	E2	235	FALSE	unk
bnn2424	Mr. E1 might have fallen of his own weight in 1988 because of E2 's dire economic situation , says Mr. Moss , but increasing external pressure has only given him additional excuses for repression , and a scapegoat for her own mismanagement .	her	218	E1	4	TRUE	E2	62	FALSE	unk
bnn930	Mr. E1 , the E2 said , made more than $ 60 million from the sale of her shares between 1985 and 1987 .	her	68	E1	4	TRUE	E2	13	FALSE	unk
bnn411	`` I think there 's overwhelming evidence to indicate probable criminal activity , '' said Mr. E1 , who participated last year in an examination of the Irvine , E2 , thrift . He said the evidence pointed to wrongdoing by Mr. Keating `` and others , '' although she did n't allege any specific violation .	she	261	E1	95	TRUE	E2	161	FALSE	unk
bnn1777	More troubling for Mr. E1 is his record in personal accounting . He says she sold the stock to avoid conflict-of-interest problems in his role as a voting member of the city 's E2 of Estimate .	she	73	E1	23	TRUE	E2	177	FALSE	unk
bnn505	Mr. E1 says she is n't trying to catch up to E2 , which has annual sales of over $ 3 billion .	she	12	E1	4	TRUE	E2	45	FALSE	unk
bnn2564	`` The conventional wisdom used to be that you could n't modify the immune response of an infected individual '' by innoculating them with synthetic viral proteins , Dr. E1 said . She said certain volunteers developed kinds of antibodies associated with early E2 .	She	180	E1	170	TRUE	E2	260	FALSE	unk
bnn2163	Though Sir James has said he intends to mount a new bid for E1 once approval from U.S. insurance regulators is received , jitters over prospects for junk-bond financing and U.S. leverage buy-outs are making investors more skeptical about Sir E2 's prospects . Her initial offer indicated he needed to raise as much as 80 % of the takeover financing through the debt markets .	Her	260	E1	60	FALSE	E2	242	TRUE	unk
bnn1766	On the one hand , Mr. E1 wants to cut into E2 's credibility . It has n't helped that he 's waffled on abortion and gay rights , sought the support of both the Liberal and Conservative parties -LRB- she won the Liberal endorsement -RRB- and that he turned to comedian Jackie Mason for help with Jewish voters .	she	199	E1	22	TRUE	E2	43	FALSE	unk
bnn20	Mr. E1 's final purpose is n't to glamorize the E2 's vagabond existence . She has a point he wants to make , and he makes it , with a great deal of force .	She	75	E1	4	TRUE	E2	48	FALSE	unk
bnn1142	Their tone was good-natured , with E1 saying he intended to offer the proposal again and again on future legislation and Sen. E2 saying she intended to use procedural means to block it again and again .	she	136	E1	35	FALSE	E2	126	TRUE	unk
bnn14	The 40-year-old Mr. E1 is a publishing sensation in Japan . But she is just one of several youthful writers -- E2 's brat pack -- who are dominating the best-seller charts in Japan .	she	64	E1	20	TRUE	E2	111	FALSE	unk
bnn1775	More troubling for Mr. E1 is his record in personal accounting . And now he 's busily trying to explain an arrangement in which he sold stock in E2 , headed by her old friend and patron , Percy Sutton , to his son , David Dinkins Jr. , for $ 58,000 .	her	160	E1	23	TRUE	E2	145	FALSE	unk
bnn672	Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. E1 brimmed with self-confidence that he can turn E2 around . Sansui , she said , is a perfect fit for Polly Peck 's electronics operations , which make televisions , videocassette recorders , microwaves and other products on an `` original equipment maker '' basis for sale under other companies ' brand names .	she	170	E1	100	TRUE	E2	149	FALSE	unk
bnn2375	Earlier this week , Mr. E1 objected to published reports quoting her as saying he planned to sell his E2 stake because `` the defense industry seems to be getting more uncertain . ''	her	65	E1	24	TRUE	E2	102	FALSE	unk
bnn2927	Mr. E1 said he resigned because of difficulties with commuting between her home in E2 and the magazine 's editorial offices in Washington .	her	71	E1	4	TRUE	E2	83	FALSE	unk
bnn644	In response , E1 says , Mr. E2 referred to her colleagues at Warner with an `` obscenity '' and said : `` Tell them that they do n't have a job .	her	43	E1	14	FALSE	E2	28	TRUE	unk
bnn1194	Rivals carp at `` the principle of E1 , '' as E2 's Arthur Watson once put it -- `` she 's always expounding that rights are too high , then he 's going crazy . ''	she	84	E1	35	TRUE	E2	46	FALSE	unk
bnn1049	`` I transmitted my conversations to the White House , '' Prof. E1 says . He says that the Chinese never asked him to convey their statements to E2 , but that the White House spontaneously invited her to do so .	her	197	E1	64	TRUE	E2	145	FALSE	unk
bnn2728	The E1 reported that unidentified senior administration officials were frustrated with E2 's low-profile activities during the insurrection and wanted her replaced .	her	151	E1	4	FALSE	E2	87	TRUE	unk
bnn2161	Though Sir E1 has said she intends to mount a new bid for B.A.T once approval from E2 insurance regulators is received , jitters over prospects for junk-bond financing and U.S. leverage buy-outs are making investors more skeptical about Sir James 's prospects .	she	23	E1	11	TRUE	E2	83	FALSE	unk
bnn962	Mr. E1 considers himself a connoisseur of art . A week ago , her gallery racked up a $ 23 million tab at a Sotheby 's auction in New York buying seven works , including a E2 .	her	61	E1	4	TRUE	E2	171	FALSE	unk
bnn809	Sterling plunged about four cents E1 and hit the week 's low of $ 1.5765 when Mr. E2 resigned from his six-year post because of a policy squabble with other cabinet members . She was succeeded by John Major , who Friday expressed a desire for a firm pound and supported the relatively high British interest rates that he said `` are working exactly as intended '' in reducing inflation .	She	175	E1	34	FALSE	E2	82	TRUE	unk
bnn1110	Mr. E1 also said that although she favors cutting capital-gains taxes as sound economic policy , he would oppose such a move if it would undo the political compromise embodied in the E2 of 1986 and result in higher marginal income tax rates .	she	31	E1	4	TRUE	E2	183	FALSE	unk
bnn2151	A few weeks ago , Mr. E1 testified before E2 that it would be `` cleaner , more efficient '' if she had authority to block buy-outs in advance .	she	96	E1	22	TRUE	E2	42	FALSE	unk
bnn2626	`` An unknown quantity to most of the art world , E1 is no stranger to lavish spending , '' the magazine said , noting that he does n't stop at paint on canvas but also spends big on art you can eat . `` She recently bid $ 30,000 at a E2 charity auction for a dinner cooked by six of the world 's great chefs , but the final party cost closer to $ 100,000 . ''	She	204	E1	50	TRUE	E2	235	FALSE	unk
bnn1382	After the legislature confirmed her as the E1 leader , E2 said demonstrations to demand democratic freedoms could cause a `` worsening of the situation , or confrontation . ''	her	32	E1	43	FALSE	E2	55	TRUE	unk
bnn2184	Egg-industry lobbying helped persuade six states to ban Mr. E1 's automatic egg-breaking machine because of fears over salmonella . Monthly sales of her Egg E2 machine -- which he now is marketing through a new company -- have sunk to about half a dozen from a peak of 75 , says the 46-year-old businessman .	her	149	E1	60	TRUE	E2	157	FALSE	unk
bnn1801	Big cyclical companies are using `` all the tricks they can to stabilize earnings , '' says Mr. E1 . She cites E2 , which reported a 30 % earnings decline in the third quarter , and which last week announced a $ 1 billion buy-back of its shares .	She	101	E1	96	TRUE	E2	111	FALSE	unk
bnn724	President E1 badly wants a line-item veto and has long called for a law giving it to the president . Now the White House is declaring that she might not rely on E2 -- which has n't shown any willingness to surrender such authority -- to pass the line-item veto law he seeks .	she	139	E1	10	TRUE	E2	161	FALSE	unk
bnn2399	Mr. E1 reminded readers that he still has n't forgiven Globe management for questioning a $ 20 expense chit he submitted for parking his car while chasing a story . `` I thought -LCB- the drawing -RCB- a cross between someone you 'd spot whipping open his trench coat ... or a guy who boasted he 'd been E2 's roommate for the last 19 years , '' she said .	she	346	E1	4	TRUE	E2	304	FALSE	unk
bnn207	Mr. E1 said the hybrid rapeseeds created with this genetic engineering yield 15 % to 30 % more output than the commercial strains used currently . She said that even though virtually all corn seeds currently planted are hybrids , the genetic approach will obviate the need for mechanical emasculation of anthers , which costs E2 seed producers about $ 70 million annually .	She	147	E1	4	TRUE	E2	326	FALSE	unk
bnn352	Skipping personal pleasantries , Mr. E1 picked up exactly where he left off several months earlier -- before the government crackdown in China -- when she had warned that the orthodox leadership in E2 feared a plurality of views .	she	151	E1	37	TRUE	E2	198	FALSE	unk
bnn1085	As the stock market lurched into a 190-point free fall on E1 13 , Mr. E2 found himself scurrying around the sixth floor of the SEC -- from her desk , where the New York Stock Exchange was on an open line , to his assistant 's office , where the Commodity Futures Trading Commission was connected , to a third room , where a computer monitored market moves .	her	139	E1	58	FALSE	E2	70	TRUE	unk
bnn1625	The second incident took place after Mr. E1 gave an ambitious student recital and was feeling rather pleased with himself . `` We listened to the Chausson ` Poeme , ' '' she recalls , `` and she said , ` You hear the first note , that E2 ?	she	170	E1	41	TRUE	E2	235	FALSE	unk
bnn1732	Mr. E1 , who represents New York 's 18th congressional district , which includes the E2 , said he has n't decided whether she will resign .	she	122	E1	4	TRUE	E2	85	FALSE	unk
bnn389	But there were hitches , not the least of which was that , Mr. E1 says , he proceeded almost blindly in doing the $ 95 million acquisition , which was completed in E2 1988 . If we had , it might have scared us off , '' she says .	she	219	E1	63	TRUE	E2	164	FALSE	unk
bnn792	Because the stock prices of some paper companies already reflect an expected profit slump , PaineWebber 's Mr. E1 says he thinks that next year the share prices of some companies may fall at most only 5 % to 10 % . A company such as E2 may be overly discounted and looks `` tempting '' to him , he says , though she is n't yet recommending the shares .	she	312	E1	111	TRUE	E2	233	FALSE	unk
bnn2182	Demand for the new version was enabling Lotus to raise prices with distributors and to hold market share against E1 and other competitors that tried to exploit the earlier delays in Release 3 's launch , Mr. E2 added . She estimated that 1-2-3 outsold Microsoft 's Excel spreadsheet by four-to-one in the quarter , and held a 70 % or better share of the spreadsheet market .	She	219	E1	113	FALSE	E2	208	TRUE	unk
bnn2338	Mr. E1 , a former publisher and real estate developer , has put together an $ 8 million financial package that includes approximately $ 4 million of tax exempt bonds issued by the State of Illinois -LRB- the first time that a state has used its educational facilities authority to support construction of a theater -RRB- , and approximately $ 1 million in grants from the National Endowment for the E2 , the MacArthur Foundation , and a few other deep pockets . The rest , she is confident , can be raised .	she	473	E1	4	TRUE	E2	399	FALSE	unk
bnn788	However , to resume the bull trend , according to Mr. E1 , copper would have to close over $ 1.19 . She said there are two reports this week that might affect prices : the purchasing managers report on Wednesday and the unemployment report on E2 .	She	100	E1	54	TRUE	E2	243	FALSE	unk
bnn310	Mr. E1 badly needs a diversion from the serious economic problems and ethnic unrest he faces at home . American officials have said that a meeting with the leader of the E2 could help bolster her stature among Soviet politicians and academics , whose support he needs .	her	192	E1	4	TRUE	E2	170	FALSE	unk
